idno	translation	other-identifier	author-name	num-authors	author-gender	author-nationality	book-title	publ-first	publ-edition	publ-ref	publ-decade	publisher	collection	subgenre	type	ISBN	status	counter	read	Bemerkungen	protagonists	narration	setting-type	setting-place	setting-time	translator(s)	title-original	publ-original	Startkorpus	Duplikat prüfen	scifi	sentimental	policier	blanche
Jardin_Fanfan	no		Jardin, Alexandre	1	male	FRA	Fanfan		1996	1996	1990s	Gallimard	Folio	blanche	blanche	2-07-038513-2	tei	1		keine Kapitelüberschriften, deswegen Kapitel nicht erkannt											no	no	no	yes
Jardin_Toupie	no		Jardin, Pascal	1	male	FRA	Toupie la rage		1972	1972	1970s	Grasset	(unknown)	blanche		(unknown)	tei	1													no	no	no	yes
Jeury_Croix	no		Jeury, Michel	1	male		La croix et la lionne		1986	1986	1980s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	2-277-22035-3	tei	1													yes	no	no	no
Jeury_Mondes	no	rv1515	Jeury, Michel	1	male	FRA	Les Mondes furieux	1991	2013	1991	1990s	Fleuve Noir	Anticipation	scifi	populaire	978-2-820-51233-8	tei	1													yes	no	no	no
Jeury_Sablier	no		Jeury, Michel	1	male	FRA	Le sablier vert		1977	1977	1970s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-01231-2	tei	1													yes	no	no	no
Jeury_Soleil	no		Jeury, Michel	1	male	FRA	Soleil chaud poisson des profondeurs		1976	1976	1970s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-01112-X	tei	1		keine Kapitelüberschriften vorhanden											yes	no	no	no
Jeury_Temps	no		Jeury, Michel	1	male	FRA	Le temps incertain		1973	1973	1970s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-00666-5	tei	1		Kapitel nicht erkannt											yes	no	no	no
Jeury_Vers	no		Jeury, Michel	1	male	FRA	Vers l'Âge d'or	1983	2016	1983	1980s	Fleuve Noir	Anticipation	scifi	populaire	9782820512284	tei	1													yes	no	no	no
Johnston_Arbres	yes		Johnston, Velda	1	female		Les arbres de Josue		1973	1973	1970s	Le Masque	Romans d'aventures	policier	populaire	(unknown)	tei	1								Navarro, Marie-Louise	The Mourning Trees	1972			no	no	yes	no
Josselin_Jours	no		Josselin, Jean-François	1	male	FRA	Quelques jours avec moi	1979	1979	1979	1970s	Grasset	(unknown)	blanche		978-2-246-80447-5	tei	1													no	no	no	yes
Josselin_Star	no		Josselin, Jean-François	1	male	FRA	Quand j'étais star		1976	1976	1970s	Grasset	(unknown)	blanche		978-2-246-80448-2	tei	1													no	no	no	yes
Jubert_Sinedeis			Jubert, Hervé	1	male	FRA	Sinedeis - Les adventures der Pierre Pèlerin -1	1999	1999	1999	1990s	J'ai lu	Science-fiction	scifi	populaire	2-290-05194-2	tei	1													yes	no	no	no
Kalmes_Meilleur	yes		Kalmes, Susan	1	female		Le meilleur des deux mondes		1989	1989	1980s	Harlequin	Duo Romance	sentimental	populaire	2-280-80439-5	tei	1								(unknown)	The Sweetheart Waltz	1988			no	yes	no	no
Karr_Etranges	yes		Karr, Lee	1	female		Étranges réminiscences		1994	1994	1990s	Harlequin	Sixième Sens	sentimental	populaire	2-280-16012-9	tei	1	no	sentimental/fantasy						Valentin, Julie	Stranger in the Mist	1993			no	yes	no	no
Kassak_Peur	no		Kassak, Fred	1	male	FRA	Qui a peur d'Ed Garpo?		1995	1995	1990s	Le Masque	Romans d'aventures	policier	populaire	2-7024-2619-0	tei	1		Unterkapitel nicht erkannt											no	no	yes	no
Keno_Temple	no		Keno, Robert	1	male		Le temple au clair de lune		1977	1977	1970s	Tallandier	4 couleurs	sentimental		(unknown)	tei	1													no	yes	no	no
Khadra_Automne	no	rv0691	Khadra, Yasmina	1	male	DZA	Automne Chimeres	1998		1998	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1		Teile und Kapitel  einige <div> ohne <head> --> sind dies wirklich Kapitel?											no	no	yes	no
Khadra_Double	no	rv0690	Khadra, Yasmina	1	male	DZA	Double Blanc	1998		1998	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1		Teile und Kapitel, jedoch fehlen die Kapitelbegrenzungen bis auf eines (1. in I)											no	no	yes	no
Khadra_Morituri	no	rv0689	Khadra, Yasmina	1	male	DZA	Morituri	1997		1997	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1		Kapitel(überschriften) 2-5, 9 fehlen											no	no	yes	no
Khadra_Revent	no	rv1273	Khadra, Yasmina	1	male	DZA	À quoi Rêvent les Loups	1999		1999	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1		entspricht rv0520  nicht jedes <head>-tag enthält eine Zahl (wie bei übrigen Kapiteln) -> sind dies wirklich Kapitelüberschriften?											no	no	no	yes
Klein_Reve	no		Klein, Gérard	1	male		Le rêve des forêts		1987	1987	1980s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	2-277-22164-3	tei	1													yes	no	no	no
Klein_Seigneurs	no		Klein, Gérard	1	male		Les seigneurs de la guerre		1975	1975	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	(unknown)	tei	1													yes	no	no	no
Klein_Voiliers	no		Klein, Gérard	1	male	FRA	Les voiliers du soleil	1987	1987	1987	1980s	J'ai lu	Science-fiction	scifi	populaire	2-277-22247	tei	1													yes	no	no	no
Klotz_Aie	no		Klotz, Claude	1	male	FRA	Aïe Heil		1974	1974	1970s	Christian Bourgois	La Table Ronde	blanche		(unknown)	tei	1													no	no	no	yes
Knight_Carnaval	yes		Knight, Alicia	1	female		La carnaval de l'angoisse		1998	1998	1990s	Harlequin	Suspense	policier	populaire	2-280-16723-9	tei	1													no	no	yes	no
Koontz_Monstre	yes		Koontz, Dean	1	male		Le monstre et l'enfant		1978	1978	1970s	Presses Pocket	Science-Fiction	scifi	populaire	2-266-00648-7	tei	1								Perrin, Maud	Beastchild				yes	no	no	no
Kotzwinkle_Fata	yes		Kotzwinkle, William	1	male		Fata Morgana		1988	1988	1980s	Rivages	Rivages/Mystère	policier	populaire	2-86930-096-4	tei	1								Gratias, Jean-Paul	Fata Morgana	1977			no	no	yes	no
Labro_Ete	no		Labro, Philippe	1	male		Un été dans l'Ouest		1988	1988	1980s	Gallimard	Folio	blanche	blanche	2-07-038258-3	tei	1		Neben richtigen noch viele falsche Kapitel											no	no	no	yes
Labro_Etudiant	no		Labro, Philippe	1	male		L'étudiant étranger		1986	1986	1980s	Gallimard	Folio	blanche	blanche	2-07-038043-2	tei	1		Neben richtigen noch viele falsche Kapitel											no	no	no	yes
Labro_Petit	no		Labro, Philippe	1	male		Le petit garçon		1990	1990	1990s	Gallimard	Folio	blanche	blanche	2-07-038526-4	tei	1		Neben richtigen noch viele falsche Kapitel											no	no	no	yes
Laine_Dentelliere	no		Lainé, Pascal	1	male		La dentellière		1974	1974	1970s	Gallimard	Folio	blanche	blanche	2-07-036726-6	tei	1													no	no	no	yes
Lamb_Amere	yes		Lamb, Charlotte	1	female	GBR	Amère mémoire		1988	1988	1980s	Harlequin	Collection	sentimental	populaire	2-280-00542-5	tei	1		Kapitel nicht erkannt						(unknown)	Kiss of fire	1987			no	yes	no	no
Lamb_Etrange	yes		Lamb, Charlotte	1	female	GBR	Une Étrange Langueur		1979	1979	1970s	Harlequin	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Lambert_Nuit	no		Lambert, Christophe	1	male	FRA	La nuit des mutants		1996	1996	1990s	Hachette	Science-fiction	scifi	populaire	2-01-209646-8	tei	1													yes	no	no	no
Lang_Nous	yes		Lang, Maria	1	female	SWE	Nous étions treize en classe		1976	1976	1970s	Le Masque	Romans d'aventures	policier	populaire	2-7024-0573-8	tei	1								Roussel, Asa	Vi var tretton i klassen	1973			no	no	yes	no
Laurent_Betises	no		Laurent, Jacques	1	male		Les Bêtises	1971	1971	1971	1970s	Grasset	(unknown)	blanche		978-2-246-13641-5	tei	1													no	no	no	yes
Lawrence_Jeux	yes		Lawrence, Hilda	1	female		Jeux de mains		1994	1994	1990s	Le Masque	Romans d'aventures	policier	populaire	2-7024-2464-3	tei	1		2 Teile, keine Kapitel						Guilbot, Monique/Marquet, J.G.	Composition for four hands	1949			no	no	yes	no
LeBussy_Equilibre	no		Le Bussy, Alain	1	male	BEL	Equilibre		1997	1997	1990s	Fleuve Noir	SF space	scifi	populaire	2-265-06244-8	tei	1													yes	no	no	no
LeBussy_Jana	no		Le Bussy, Alain	1	male	BEL	Jana des couloirs		1996	1996	1990s	Fleuve Noir	Métal	scifi	populaire	2-265-05919-6	tei	1													yes	no	no	no
LeBussy_Mendiant	no		Le Bussy, Alain	1	male	BEL	Le mendiant de Karnathok		1999	1999	1990s	Fleuve Noir	SF space	scifi	populaire	2-265-06555-2	tei	1													yes	no	no	no
LeBussy_Nexus	no		Le Bussy, Alain	1	male	BEL	Nexus de feu		1998	1998	1990s	Fleuve Noir	Sf metal	scifi	populaire	2-265-06467-X	tei	1													yes	no	no	no
LeBussy_Rork	no		Le Bussy, Alain	1	male	BEL	Rork des plaines		1995	1995	1990s	Fleuve Noir	Métal	scifi	populaire	2-265-05117-9	tei	1													yes	no	no	no
LeBussy_Tremblemer	no		Le Bussy, Alain	1	male	BEL	Tremblemer		1993	1993	1990s	Fleuve Noir	Space, univers infinis	scifi	populaire	2-265-04893-3	tei	1													yes	no	no	no
LeClezio_Chercheur	no	rv0700	LeClezio, Jean-Marie	1	male	FRA	Chercheur Or	1985		1985	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
LeClezio_Desert	no	rv0699	LeClezio, Jean-Marie	1	male	FRA	Desert	1980		1980	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1		keine Kapitel erkannt?											no	no	no	yes
LeClezio_Onitsha	no		Le Clézio, Jean-Marie Gustave	1	male	FRA	Onitsha		1991	1991	1990s	Gallimard		blanche	blanche	2-07-072230-9	tei	1													no	no	no	yes
LeMarrec_Abus	no		Le Marrec, Philippe	1	male		Tout abus sera puni		1993	1993	1990s	Le Masque	Romans d'aventures	policier	populaire	2-7024-2340-X	tei	1													no	no	yes	no
LeMay_Createurs	no		Le May, Jean-Louis / Le May, Doris	2	mixed	FRA	Les createurs d'Ulnar		1972	1972	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1													yes	no	no	no
LeMay_Gardiens	no		Le May, Jean-Louis / Le May, Doris	2	mixed	FRA	Les gardiens de l'Almucantar		1974	1974	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1													yes	no	no	no
LeMay_Landes	no		leMay, Jean-Louis / leMay, Doris	2	mixed	FRA	Les landes d'Achernar	1971		1971	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1													yes	no	no	no
Lebeau_Algebre	no		Lebeau, Guillaume	1	male	FRA	L'Algèbre du besoin		1999	1999	1990s	Le Masque	Romans d'aventures	policier	populaire	2-7024-2936-X	tei	1		Teile und Kapitel  nicht erkannt											no	no	yes	no
Lee_Maison	yes		Lee, Rachel	1	female		La maison ensorcelée		1994	1994	1990s	Harlequin	Sixième Sens	sentimental	populaire	2-280-16015-3	tei	1	no	sentimental/fantasy											no	yes	no	no
Lee_Terre	yes		Lee, Tanith	1	female	GBR	Terre de lierre	1988	1988	1988	1980s	J'ai lu	Science-fiction	scifi	populaire	2-277-22469-3	tei	1													yes	no	no	no
Lee_Volkhavaar	yes		Lee, Tanith	1	female	GBR	Volkhavaar	1979		1979	1970s	Marabout	bibliothèque marabout / science-fiction	scifi	populaire		tei	1													yes	no	no	no
Leigh_Etoile	yes		Leigh, Roberta	1	female	GBR	Une étoile au coeur		1979	1979	1970s	Harlequin	Harlequin	sentimental		(unknown)	tei	1													no	yes	no	no
Leiris_Ruban	no		Leiris, Michel	1	male		Le ruban au cou d'Olympia		1994	1994	1990s	Gallimard	Collection l'imaginaire	blanche	blanche	2-07-071702-X	tei	1	no	Kapitel nicht erkannt, da durch <> getrennt											no	no	no	yes
Leourier_Homme	no		Léourier, Christian	1	male	FRA	L'homme qui tua l'hiver		1986	1986	1980s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	2-277-21946-0	tei	1													yes	no	no	no
Leourier_Loi	no		Léourier, Christian	1	male	FRA	La loi du monde	1990	1990	1990	1990s	J'ai lu	Science-fiction	scifi	populaire	9-782277-227366	tei	1													yes	no	no	no
Leourier_Masques	no		Léourier, Christian	1	male	FRA	Les masques du réel	1991	1991	1991	1990s	J'ai lu	Science-fiction	scifi	populaire	9-782277-229766	tei	1													yes	no	no	no
Leourier_Mille	no		Léourier, Christian	1	male	FRA	Mille fois mille fleuves...	1987	1987	1987	1980s	J'ai lu	Science-fiction	scifi	populaire	2-277-22223-2	tei	1													yes	no	no	no
Leourier_Racines	no		Léourier, Christian	1	male	FRA	Les racines de l'oubli		1988	1988	1980s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	2-277-22405-7	tei	1		Kapitel nicht durchgehend erkannt											yes	no	no	no
Leourier_Ti-Harnog	no		Léourier, Christian	1	male	FRA	Ti-Harnog		1984	1984	1980s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	2-277-21722-0	tei	1													yes	no	no	no
Levin_Bonheur	yes		Levin, Ira	1	male		Un bonheur insoutenable		1971	1971	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	(unknown)	tei	1		Teile und Kapitel  Kapitel nicht erkannt						Straschitz, Franck	This Perfect Day	1970			yes	no	no	no
Levin_Femmes	yes		Levin, Ira	1	male		Les femmes de Stepford		1974	1974	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	(unknown)	tei	1								Prigent, Tanette / Gritz, Noman	The Steopford Wives	1972			yes	no	no	no
Lichtenberg_Maison	yes		Lichtenberg, Jacqueline	1	female	USA	La maison de Zeor	1976	1976	1976	1970s	Marabout	bibliothèque marabout / science-fiction	scifi	populaire		tei	1	keine ISBN												yes	no	no	no
Ligny_Ete	no		Ligny, Jean-Marc	1	male	FRA	Un été à Zedong		1991	1991	1990s	Presses de la Cité	Chroniques des nouveaux mondes	scifi	populaire	2-265-04547-0	tei	1		Titel und Metadaten beim OCR nicht richtig erkannt											yes	no	no	no
Ligny_Furia	no		Ligny, Jean-Marc	1	male	FRA	Furia!		1982	1982	1980s	Denoël	Présence du Futur	scifi	populaire	2-207-30346-2	tei	1													yes	no	no	no
Ligny_Rasalgethi	no		Ligny, Jean-Marc	1	male	FRA	Rasalgethi		1990	1990	1990s	Fleuve Noir	Anticipation	scifi	populaire	2-265-04400-5	tei	1													yes	no	no	no
Linhart_Etabli	no		Linhart, Robert	1	male	FRA	L'Établi	1978	1981	1978	1970s	Les Éditions de Minuit	(unknown)	blanche		978-2-7073-0329-5	tei	1													no	no	no	yes
Lloyd_Maitre	yes		Lloyd, Frances	1	female		Le maître de Craigmoor House		1990	1990	1990s	Harlequin	Duo Romance	sentimental	populaire	2-280-80457-3	tei	1								(unknown)	Lord of the Glen				no	yes	no	no
Long_Aucun	yes		Long, Manning	1	male		Aucun délai		1990	1990	1990s	Le Masque	Romans d'aventures	policier	populaire	2-7024-2021-4	tei	1								Grégoire, Catherine	Short delay				no	no	yes	no
Lovesey_Course	yes		Lovesey, Peter	1	male		La course ou la vie		1985	1985	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1646-2	tei	1													no	no	yes	no
Lovesey_Round	yes		Lovesey, Peter	1	male		Le vingt-sixième round		1985	1985	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1633-0	tei	1								Poulain, Christiane	The detective wore silk drawers				no	no	yes	no
Lowell_Espionne	yes		Lowell, Elizabeth	1	female		L'espionne du mandarin		1989	1989	1980s	Harlequin	Grands Romans	sentimental	populaire	2-280-11030-X	tei	1								Fournier, Daniel	Tell me no lies				no	yes	no	no
Lutry_DonJuan	no		Lutry, Jean de	1	female	FRA	Les Don Juan d'Aspreval		1978	1978	1970s	Tallandier		sentimental			tei	1		(Pseudonym von Jeanine Delpech)											no	yes	no	no
Macomber_Peur	yes		Macomber, Debbie	1	female		Qui a peur de J.D. Norris?		1989	1989	1980s	Harlequin	Duo Romance	sentimental	populaire	2-280-80427-1	tei	1	no												no	yes	no	no
Magnan_Commissaire	no	rv1277	Magnan, Pierre	1	male	FRA	Le Commissaire dans la truffière	1978		1978	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1		keine <head>-tags vorhanden											no	no	yes	no
Magnan_Sang	no	rv1280	Magnan, Pierre	1	male	FRA	Le Sang des Atrides	1977		1977	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Magner_Grande	yes		Magner, Lee	1	female		La grande chasse de Foxgrove		1990	1990	1990s	Harlequin	Duo Harmonie	sentimental	populaire	9-78228-0832458	tei	1		Titelblatt herausgerissen  Dépôt légal : janvier 1990  Kapitel nicht durchgehend erkannt						(unknown)	(unknown)				no	yes	no	no
Mai_Bel			Mai, Denyse	1	female		Le bel inconstant		1981	1981	1970s	Tallandier		sentimental		2-235-01150-0	tei	1													no	yes	no	no
Maillet_Pelagie	no		Maillet, Antonine	1	female	CAN	Pélagie-la-Charrette		1979	1979	1970s	Grasset	Le Livre de Poche	blanche		2-253-02666-2	tei	1													no	no	no	yes
Malet_Abattoir	no	rv1057	Malet, Léo	1	male	FRA	Abattoir ensoleillé	1972		1972	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Malet_Burma	no	rv1060	Malet, Léo	1	male	FRA	Nestor Burma Court Poupée	1971		1971	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1		Teile und Kapitel											no	no	yes	no
Manchette_Affaire	no	rv1067	Manchette, Jean-Patrick	1	male	FRA	L'Affaire N'Gustro	1971		1971	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Manchette_Dingos	no	rv1072	Manchette, Jean-Patrick	1	male	FRA	Ô Dingos, Ô Châteaux !	1972		1972	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Manchette_Fatale	no	rv1068	Manchette, Jean-Patrick	1	male	FRA	Fatale	1977		1977	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Manchette_Iris	no	rv1069	Manchette, Jean-Patrick	1	male	FRA	Iris. Kulturkampf	1997		1997	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1		Teile und Kapitel											no	no	yes	no
Manchette_Morgue	no	rv1070	Manchette, Jean-Patrick	1	male	FRA	Morgue Pleine	1973		1973	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Manchette_Nada	no	rv1071	Manchette, Jean-Patrick	1	male	FRA	Nada	1972		1972	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Manchette_Petit	no	rv1073	Manchette, Jean-Patrick	1	male	FRA	Le Petit Bleu de la côté ouest	1976		1976	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Manchette_Princesse	no	rv1075	Manchette, Jean-Patrick	1	male	FRA	La Princesse de Sang	1996		1996	1990s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Manchette_Qued	no	rv1076	Manchette, Jean-Patrick	1	male	FRA	Que d'Os !	1976		1976	1970s	(unknown)	(unknown)	policier	populaire	(unknown)	tei	1													no	no	yes	no
Manotti_Sombre	no	rv0522	Manotti, Dominique	1	female	FRA	Sombre Sentier	1995		1995	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1		Teile und Kapitel											no	no	no	yes
Marceau_Oiseau	no		Marceau, Félicien	1	male		Un oiseau dans le ciel		1989	1989	1980s	Gallimard	Folio	blanche	blanche	2-07-038389-X	tei	1													no	no	no	yes
Marceau_Passions	no		Marceau, Félicien	1	male		Les passions partagées		1987	1987	1980s	Gallimard		blanche	blanche	02-07-070902-7	tei	1													no	no	no	yes
Marshall_Victoire	yes		Marshall, Bevlyn	1	female		Victoire Victoria		1989	1989	1980s	Harlequin	Duo Harmonie	sentimental	populaire	2-280-83226-7	tei	1		Kapitel nicht durchgehend erkannt						Neddam, Martine	The Pride of his Life				no	yes	no	no
Martin_Acteurs	yes		Martin, Hansjörg	1	male	DEU	Les acteurs n'aiment pas mourir	1972	1972	1972	1970s	Librairie des Champs-Élysées	Le Masque	policier	populaire	(unknown)	tei	1		keine ISBN											no	no	yes	no
MartinigolGrousset_Enfant	no		Martinigol, Danielle / Grousset, Alain	2	male	FRA	L'Enfant-mémoire		1996	1996	1990s	Hachette	Vertige science-fiction	scifi	populaire	2-01-209594-1	tei	1		Probleme beim OCR											yes	no	no	no
Massip_Belle	no		Massip, Renée	1	female		Belle à jamais...		1979	1979	1970s	Gallimard		blanche	blanche	(unknown)	tei	1		keine Kapitelüberschriften vorhanden											no	no	no	yes
Mather_Loin			Mather, Anne	1	female	GBR	Au Loin, La Ville		1978	1978	1970s	Harlequin	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Maurice_Fumees			Maurice, Pierre	1	male		Fumées bleues d'automne		1970	1970	1970s	Tallandier	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
McElhaney_Rendez-vous	yes		McElhaney, Carole	1	female		Rendez-vous sous les étoiles		1989	1989	1980s	Harlequin	Duo Romance	sentimental	populaire	2-280-80438-7	tei	1								(unknown)	A Suce of Heaven				no	yes	no	no
Mequillet_Muriel	no		Méquillet, Lise	1	female		Muriel		1987	1987	1980s	Fleuve Noir	Femme Viva	sentimental	populaire	2-265-03456-8	tei	1	no												no	yes	no	no
Mercoeur_Baiser			Mercoeur, Lisa	1	female		Le baiser interrompu		1978	1978	1970s	Tallandier	(unknown)	sentimental			tei	1													no	yes	no	no
Merle_Fortune	no		Merle, Robert	1	male	FRA	Fortune de France		1977	1977	1970s	Plon	Le Livre de Poche	blanche		(unknown)	tei	1													no	no	no	yes
Messagier_Sanctifie	no		Messagier, Matthieu	1	male	FRA	Sanctifié		1974	1974	1970s	Christian Bourgois	(unknown)	blanche		(unknown)	tei	1													no	no	no	yes
Michener_Colorado	yes		Michener, James	1	male	USA	Colorado saga	1974		1974	1970s	LGF	Le Livre de Poche	blanche		(unknown)	tei	1													no	no	no	yes
Millar_Territoire	yes		Millar, Margaret	1	female		Le territoire des monstres		1972	1972	1970s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1838-4	tei	1													no	no	yes	no
Miller_Fantomes	yes		Miller, Linda Lael	1	female		Les fantômes du pays d'Oz		1990	1990	1990s	Harlequin	Rouge Passion	sentimental	populaire	2-280-12304-5	tei	1	no												no	yes	no	no
Miller_Virage	yes		Miller, Henry	1	male	USA	Virage à 80		1978	1978	1970s	LGF	Le Livre de Poche	blanche		978-2-2530-1889-6	tei	1													no	no	no	yes
Miollis_MaryCottage			Miollis, Marie-Antoinette de	1	female		Mary-Cottage		1970	1970	1970s	Tallandier	(unknown)	sentimental		(unknown)	tei	1													no	yes	no	no
Modiano_Boulevards	no	rv0233	Modiano, Patrick	1	male	FRA	Les Boulevards de Ceinture	1972		1972	1970s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Cirque	no	rv0237	Modiano, Patrick	1	male	FRA	Un Cirque Passe	1992		1992	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Dimanches	no	rv0229	Modiano, Patrick	1	male	FRA	Dimanches d'Août	1986		1986	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Dora	no	rv0230	Modiano, Patrick	1	male	FRA	Dora Bruder	1997		1997	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Fleurs	no	rv0232	Modiano, Patrick	1	male	FRA	Fleurs de Ruine	1991		1991	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Inconnues	no	rv0228	Modiano, Patrick	1	male	FRA	Des Inconnues	1999		1999	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Jeunesse	no	rv0238	Modiano, Patrick	1	male	FRA	Une Jeunesse	1981		1981	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Loin	no	rv0231	Modiano, Patrick	1	male	FRA	Du Plus Loin de l'Oubli	1996		1996	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Quartier	no	rv0234	Modiano, Patrick	1	male	FRA	Quartier Perdu	1984		1984	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Remise	no	rv0235	Modiano, Patrick	1	male	FRA	Remise de Peine	1988		1988	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Vestiaire	no	rv0239	Modiano, Patrick	1	male	FRA	Vestiaire de l'enfance	1989		1989	1980s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Villa	no	rv0240	Modiano, Patrick	1	male	FRA	Villa Triste	1975		1975	1970s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Modiano_Voyage	no	rv0241	Modiano, Patrick	1	male	FRA	Voyage de Noces	1990		1990	1990s	(unknown)	(unknown)	blanche	blanche	(unknown)	tei	1													no	no	no	yes
Moore_Jirel	yes		Moore, Catherine L.	1	female	USA	Jirel de Joiry		1974	1974	1970s	J'ai lu	Science-Fiction et Fantastique	scifi	populaire	(unknown)	tei	1								Gallet, Georges H.	Jirel of Joiry				yes	no	no	no
Morressy_Fils	yes		Morressy, John	1	male	USA	Le fils des étoiles	1974	1974	1974	1970s	Marabout	bibliothèque marabout	scifi	populaire	(unknown)	tei	1								Halleux, Gérard	Starbrat	1972			yes	no	no	no
Morrison_Oeil	yes		Morrison, Tony	1	female	USA	L'Œil le plus bleu	1970	1994	1970	1970s	Christian Bourgois	(unknown)	blanche		9782267012439	tei	1													no	no	no	yes
Morrow_Notre	yes		Morrow, James	1	male	USA	Notre mère qui êtes aux cieux	1991	1991	1991	1990s	J'ai lu	Science-fiction	scifi	populaire	2-277-23131-2	tei	1													yes	no	no	no
Mousset_Jane	no		Mousset, Christiane	1	female		Jane		1987	1987	1980s	Fleuve Noir	Femme Viva	sentimental	populaire	2-265-03565-3	tei	1	no												no	yes	no	no
Moyes_Qui	yes		Moyes, Patricia	1	female		Qui a peur de Simon Warwick?		1986	1986	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1733-7	tei	1		Kapitelzählung ist falsch: XVI folgt auf XV						André, Jean/Rey, Claudine	Who is Simon Warwick?	1978			no	no	yes	no
Murcie_Folie	no		Murcie, Georges	1	male		La folie du capitaine Sangor		1975	1975	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1		Seiten 42-43, 146-147 fehlen											yes	no	no	no
Murcie_Objectif	no		Murcie, Georges	1	male		Objectif: La terre!		1972	1972	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1													yes	no	no	no
Murcie_Tunnelumiere	no		Murcie, Georges	1	male		Le tunnelumiere		1972	1972	1970s	Fleuve Noir	Anticipation	scifi	populaire	(unknown)	tei	1													yes	no	no	no
Narcejac_Gout	no		Narcejac, Thomas	1	male		Le goût des larmes		1985	1985	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1590-3	tei	1	no												no	no	yes	no
Narcejac_Mauvais	no		Narcejac, Thomas	1	male		Le mauvais cheval		1988	1988	1980s	Le Masque	Romans d'aventures	policier	populaire	2-7024-1849-X	tei	1	no												no	no	yes	no
